Region;Regional_Unit;Museum;Month;Year;Visitors
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2012;154
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2012;138
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2012;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2013;337
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2013;614
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2013;766
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2013;562
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2013;316
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2013;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2014;526
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2014;720
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2014;587
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2014;267
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2014;39
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2014;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2015;805
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2015;537
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2015;139
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2015;51
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2015;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2016;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2016;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2016;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2016;121
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2016;125
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2016;191
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2016;407
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2016;642
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2016;577
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2016;388
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2016;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2016;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2017;88
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2017;167
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2017;180
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2017;158
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2017;428
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2017;131
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2017;415
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2017;696
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2017;451
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2017;396
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2017;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2017;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2018;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2018;87
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2018;131
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2018;312
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2018;535
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2018;453
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2018;802
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2018;1019
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2018;597
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2018;371
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2018;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2018;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2019;54
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2019;66
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2019;97
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2019;257
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2019;475
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2019;675
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2019;785
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2019;1180
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2019;621
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2019;404
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2019;66
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2019;29
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2020;63
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2020;77
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2020;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2020;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2020;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2020;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2020;319
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2020;428
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2020;164
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2020;147
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2020;20
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2020;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2021;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2021;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2021;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2021;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2021;21
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2021;189
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2021;466
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2021;795
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2021;405
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2021;334
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2021;159
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2021;27
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2022;4
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2022;50
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2022;44
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2022;192
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;5;2022;652
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;6;2022;419
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;7;2022;685
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;8;2022;859
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;9;2022;673
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;10;2022;375
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;11;2022;9
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;12;2022;0
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;1;2023;76
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;2;2023;29
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;3;2023;85
Νοτίου Αιγαίου;Δωδεκανήσου;Αρχαιολογικό Μουσείο Καλύμνου;4;2023;244
